ID,year,mo,month,quarter,st,state,country,product,category,unit_price,unit,amount
1806,2014,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,4,2000
1807,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,3,360
1808,2014,11,Nov,Q4,WA,Washington,USA,Tablet,Electronic,500,50,25000
1809,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,54,6480
1810,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,23,11500
1811,2013,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,29,3480
1812,2013,5,May,Q2,ON,Ontario,Canada,Printer,Electronic,200,36,7200
1813,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,57,11400
1814,2014,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,44,22000
1815,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,61,7320
1816,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,22,2640
1817,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,61,7320
1818,2013,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,49,5880
1819,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,28,3360
1820,2013,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,2,240
1821,2013,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,64,64000
1822,2014,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,33,3960
1823,2013,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,61,7320
1824,2013,1,Jan,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,7,7000
1825,2014,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,51,25500
1826,2013,5,May,Q2,QU,Quebec,Canada,Tablet,Electronic,500,50,25000
1827,2013,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,63,63000
1828,2013,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,39,4680
1829,2013,1,Jan,Q1,CA,California,USA,Mattress,Furniture,800,58,46400
1830,2013,12,Dec,Q4,CA,California,USA,Mattress,Furniture,800,60,48000
1831,2013,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,30,15000
1832,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,34,34000
1833,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,5,600
1834,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,54,6480
1835,2013,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,62,12400
1836,2014,10,Oct,Q4,QU,Quebec,Canada,Tablet,Electronic,500,13,6500
1837,2013,7,Jul,Q3,QU,Quebec,Canada,Chair,Furniture,120,9,1080
1838,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,42,21000
1839,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,30,3600
1840,2014,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,30,30000
1841,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,64,7680
1842,2013,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,16,16000
1843,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,47,23500
1844,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,33,3960
1845,2013,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,41,4920
1846,2014,9,Sep,Q3,NY,New York,USA,Mattress,Furniture,800,50,40000
1847,2014,10,Oct,Q4,WA,Washington,USA,Printer,Electronic,200,44,8800
1848,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,21,2520
1849,2014,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,53,26500
1850,2014,2,Feb,Q1,CA,California,USA,Mattress,Furniture,800,54,43200
1851,2014,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,14,14000
1852,2013,4,Apr,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,51,51000
1853,2014,6,Jun,Q2,WA,Washington,USA,Printer,Electronic,200,46,9200
1854,2014,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,37,37000
1855,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,35,17500
1856,2014,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,52,52000
1857,2013,6,Jun,Q2,NY,New York,USA,Mattress,Furniture,800,59,47200
1858,2014,3,Mar,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,39,39000
1859,2013,6,Jun,Q2,WA,Washington,USA,Laptop,Electronic,1000,58,58000
1860,2013,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,16,8000
1861,2014,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,58,29000
1862,2014,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,8,4000
1863,2014,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,33,16500
1864,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,60,60000
1865,2013,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,6,720
1866,2014,4,Apr,Q2,WA,Washington,USA,Printer,Electronic,200,18,3600
1867,2014,10,Oct,Q4,QU,Quebec,Canada,Mattress,Furniture,800,40,32000
1868,2014,3,Mar,Q1,QU,Quebec,Canada,Printer,Electronic,200,54,10800
1869,2014,2,Feb,Q1,WA,Washington,USA,Chair,Furniture,120,31,3720
1870,2014,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,36,18000
1871,2013,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,61,30500
1872,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,63,7560
1873,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,13,1560
1874,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,64,64000
1875,2014,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,66,7920
1876,2014,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,53,6360
1877,2014,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,7,3500
1878,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,52,6240
1879,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,14,1680
1880,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,49,24500
1881,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,50,6000
1882,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,62,7440
1883,2013,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,55,55000
1884,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,45,5400
1885,2014,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,52,6240
1886,2014,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,40,20000
1887,2014,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,3,1500
1888,2013,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,0,0
1889,2014,4,Apr,Q2,NY,New York,USA,Printer,Electronic,200,16,3200
1890,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,54,6480
1891,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,55,6600
1892,2013,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,2,1000
1893,2013,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,11,5500
1894,2014,12,Dec,Q4,NY,New York,USA,Mattress,Furniture,800,44,35200
1895,2014,2,Feb,Q1,WA,Washington,USA,Printer,Electronic,200,11,2200
1896,2013,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,14,1680
1897,2014,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,24,12000
1898,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,51,6120
1899,2014,2,Feb,Q1,NY,New York,USA,Laptop,Electronic,1000,22,22000
1900,2014,5,May,Q2,NY,New York,USA,Mattress,Furniture,800,7,5600
1901,2014,6,Jun,Q2,WA,Washington,USA,Printer,Electronic,200,9,1800
1902,2013,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,4,480
1903,2013,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,40,40000
1904,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,58,6960
1905,2014,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,32,16000
1906,2013,6,Jun,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,18,18000
1907,2014,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,22,11000
1908,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,51,25500
1909,2013,3,Mar,Q1,ON,Ontario,Canada,Mattress,Furniture,800,11,8800
1910,2013,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,43,34400
1911,2013,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,57,57000
1912,2013,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,55,27500
1913,2013,7,Jul,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,30,30000
1914,2013,12,Dec,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,8,8000
1915,2014,5,May,Q2,WA,Washington,USA,Tablet,Electronic,500,27,13500
1916,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,28,28000
1917,2014,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,41,41000
1918,2013,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,61,7320
1919,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,48,5760
1920,2013,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,58,29000
1921,2014,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,16,16000
1922,2013,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,60,30000
1923,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,24,2880
1924,2014,6,Jun,Q2,ON,Ontario,Canada,Printer,Electronic,200,6,1200
1925,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,7,840
1926,2013,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,10,5000
1927,2013,7,Jul,Q3,NY,New York,USA,Printer,Electronic,200,54,10800
1928,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,44,5280
1929,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,12,1440
1930,2013,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,7,3500
1931,2014,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,39,19500
1932,2014,10,Oct,Q4,NY,New York,USA,Mattress,Furniture,800,59,47200
1933,2013,7,Jul,Q3,QU,Quebec,Canada,Chair,Furniture,120,50,6000
1934,2014,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,2,1000
1935,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,1,120
1936,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,14,1680
1937,2014,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,62,7440
1938,2013,9,Sep,Q3,ON,Ontario,Canada,Tablet,Electronic,500,61,30500
1939,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,2,240
1940,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,53,6360
1941,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,5,600
1942,2014,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,20,20000
1943,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,26,3120
1944,2014,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,30,30000
1945,2014,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,3,360
1946,2014,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,37,37000
1947,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,13,1560
1948,2013,8,Aug,Q3,QU,Quebec,Canada,Mattress,Furniture,800,14,11200
1949,2014,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,49,39200
1950,2013,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,62,31000
1951,2014,2,Feb,Q1,NY,New York,USA,Printer,Electronic,200,43,8600
1952,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,33,3960
1953,2014,8,Aug,Q3,WA,Washington,USA,Tablet,Electronic,500,49,24500
1954,2014,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,52,26000
1955,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,32,3840
1956,2014,12,Dec,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,25,25000
1957,2013,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,28,14000
1958,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,19,2280
1959,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,2,240
1960,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,7,840
1961,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,38,19000
1962,2014,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,55,6600
1963,2014,10,Oct,Q4,WA,Washington,USA,Printer,Electronic,200,19,3800
1964,2013,2,Feb,Q1,QU,Quebec,Canada,Mattress,Furniture,800,52,41600
1965,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,2,240
1966,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,38,38000
1967,2013,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,45,5400
1968,2013,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,61,30500
1969,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,17,2040
1970,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,8,4000
1971,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,28,3360
1972,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,24,2880
1973,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,37,4440
1974,2013,2,Feb,Q1,CA,California,USA,Mattress,Furniture,800,4,3200
1975,2014,5,May,Q2,ON,Ontario,Canada,Printer,Electronic,200,29,5800
1976,2013,1,Jan,Q1,WA,Washington,USA,Laptop,Electronic,1000,2,2000
1977,2013,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,13,6500
1978,2014,2,Feb,Q1,CA,California,USA,Printer,Electronic,200,2,400
1979,2013,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,10,5000
1980,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,0,0
1981,2014,8,Aug,Q3,NY,New York,USA,Printer,Electronic,200,45,9000
1982,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,9,4500
1983,2013,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,16,3200
1984,2013,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,56,28000
1985,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,47,5640
1986,2014,4,Apr,Q2,NY,New York,USA,Mattress,Furniture,800,7,5600
1987,2013,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,52,52000
1988,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,3,360
1989,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,0,0
1990,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,6,720
1991,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,26,13000
1992,2013,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,23,2760
1993,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,21,2520
1994,2013,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,7,840
1995,2014,11,Nov,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,46,46000
1996,2014,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,43,21500
1997,2013,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,0,0
1998,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,43,5160
1999,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,31,3720
2000,2014,12,Dec,Q4,WA,Washington,USA,Mattress,Furniture,800,42,33600
2001,2013,3,Mar,Q1,NY,New York,USA,Printer,Electronic,200,8,1600
2002,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,23,2760
2003,2013,5,May,Q2,NY,New York,USA,Mattress,Furniture,800,17,13600
2004,2013,12,Dec,Q4,NY,New York,USA,Printer,Electronic,200,10,2000
2005,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,42,5040
2006,2014,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,8,960
2007,2013,9,Sep,Q3,WA,Washington,USA,Mattress,Furniture,800,16,12800
2008,2014,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,4,480
2009,2014,5,May,Q2,NY,New York,USA,Mattress,Furniture,800,12,9600
2010,2014,7,Jul,Q3,WA,Washington,USA,Printer,Electronic,200,40,8000
2011,2013,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,5,5000
2012,2014,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,1,120
2013,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,24,2880
2014,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,58,6960
2015,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,65,7800
2016,2014,9,Sep,Q3,QU,Quebec,Canada,Printer,Electronic,200,27,5400
2017,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,56,6720
2018,2014,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,23,2760
2019,2013,8,Aug,Q3,WA,Washington,USA,Tablet,Electronic,500,63,31500
2020,2013,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,36,28800
2021,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,59,59000
2022,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,44,22000
2023,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,55,6600
2024,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,1,120
2025,2013,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,56,28000
2026,2013,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,27,13500
2027,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,33,16500
2028,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,66,33000
2029,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,41,4920
2030,2014,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,39,19500
2031,2014,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,57,11400
2032,2014,9,Sep,Q3,WA,Washington,USA,Printer,Electronic,200,24,4800
2033,2014,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,40,4800
2034,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,25,3000
2035,2014,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,56,6720
2036,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,61,30500
2037,2013,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,12,6000
2038,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,17,2040
2039,2014,12,Dec,Q4,ON,Ontario,Canada,Mattress,Furniture,800,47,37600
2040,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,24,4800
2041,2013,10,Oct,Q4,CA,California,USA,Printer,Electronic,200,66,13200
2042,2014,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,65,7800
2043,2014,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,35,35000
2044,2014,11,Nov,Q4,ON,Ontario,Canada,Chair,Furniture,120,66,7920
2045,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,61,7320
2046,2013,11,Nov,Q4,ON,Ontario,Canada,Tablet,Electronic,500,13,6500
2047,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,60,7200
2048,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,38,4560
2049,2013,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,16,3200
2050,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,30,15000
2051,2013,12,Dec,Q4,NY,New York,USA,Printer,Electronic,200,3,600
2052,2014,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,37,4440
2053,2013,2,Feb,Q1,NY,New York,USA,Printer,Electronic,200,58,11600
2054,2014,3,Mar,Q1,WA,Washington,USA,Printer,Electronic,200,58,11600
2055,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,40,4800
2056,2013,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,56,6720
2057,2013,3,Mar,Q1,WA,Washington,USA,Laptop,Electronic,1000,20,20000
2058,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,48,5760
2059,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,15,1800
2060,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,32,3840
2061,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,43,5160
2062,2013,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,51,25500
2063,2014,3,Mar,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,21,21000
2064,2013,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,66,66000
2065,2013,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,28,14000
2066,2013,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,31,3720
2067,2014,3,Mar,Q1,QU,Quebec,Canada,Chair,Furniture,120,28,3360
2068,2013,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,30,15000
2069,2013,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,6,3000
2070,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,10,1200
2071,2013,1,Jan,Q1,ON,Ontario,Canada,Printer,Electronic,200,20,4000
2072,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,44,22000
2073,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,17,2040
2074,2013,3,Mar,Q1,ON,Ontario,Canada,Tablet,Electronic,500,65,32500
2075,2013,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,56,6720
2076,2013,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,58,58000
2077,2014,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,51,25500
2078,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,21,2520
2079,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,24,2880
2080,2014,8,Aug,Q3,WA,Washington,USA,Tablet,Electronic,500,52,26000
2081,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,10,10000
2082,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,63,7560
2083,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,60,7200
2084,2013,6,Jun,Q2,ON,Ontario,Canada,Printer,Electronic,200,32,6400
2085,2014,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,23,23000
2086,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,50,6000
2087,2013,6,Jun,Q2,CA,California,USA,Mattress,Furniture,800,9,7200
2088,2013,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,13,13000
2089,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,40,4800
2090,2014,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,21,2520
2091,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,10,1200
2092,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,52,6240
2093,2013,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,16,16000
2094,2014,11,Nov,Q4,CA,California,USA,Laptop,Electronic,1000,27,27000
2095,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,11,5500
2096,2013,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,40,32000
2097,2014,3,Mar,Q1,QU,Quebec,Canada,Chair,Furniture,120,25,3000
2098,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,11,1320
2099,2014,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,36,4320
2100,2014,4,Apr,Q2,WA,Washington,USA,Laptop,Electronic,1000,40,40000
2101,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,18,2160
2102,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,64,7680
2103,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,9,1080
2104,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,35,4200
2105,2014,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,29,3480
2106,2014,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,29,5800
2107,2014,1,Jan,Q1,CA,California,USA,Printer,Electronic,200,54,10800
2108,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,50,50000
2109,2014,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,22,2640
2110,2013,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,25,3000
2111,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,24,2880
2112,2014,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,18,9000
2113,2014,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,65,32500
2114,2013,10,Oct,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,63,63000
2115,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,11,1320
2116,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,22,2640
2117,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,19,2280
2118,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,36,4320
2119,2013,5,May,Q2,WA,Washington,USA,Printer,Electronic,200,60,12000
2120,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,57,6840
2121,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,2,240
2122,2014,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,42,21000
2123,2014,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,14,7000
2124,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,53,6360
2125,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,8,960
2126,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,30,3600
2127,2013,10,Oct,Q4,ON,Ontario,Canada,Tablet,Electronic,500,39,19500
2128,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,58,29000
2129,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,53,6360
2130,2014,8,Aug,Q3,QU,Quebec,Canada,Printer,Electronic,200,65,13000
2131,2014,9,Sep,Q3,NY,New York,USA,Mattress,Furniture,800,52,41600
2132,2014,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,14,7000
2133,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,61,7320
2134,2013,10,Oct,Q4,WA,Washington,USA,Printer,Electronic,200,33,6600
2135,2014,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,39,19500
2136,2014,10,Oct,Q4,ON,Ontario,Canada,Tablet,Electronic,500,59,29500
2137,2013,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,15,7500
